timestamp,volume,vw,open,close,high,low,transactions,rsi_14,sma_20,ema_9,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower
2021-07-28 04:00:00,72875.0,14.5413,14.5,14.6226,14.67,14.38,1235,47.09779491743301,14.73157,14.60792621467511,-0.12782928263477622,-0.12492762343399948,-0.0029016592007767433,15.197850896140151,14.73157,14.265289103859848
2021-07-29 04:00:00,92769.0,14.7342,14.75,14.7173,14.79,14.68,1871,45.33285648597557,14.711435,14.629800971740089,-0.11192599064906972,-0.12232729687701353,0.010401306227943816,15.14037550759124,14.711435,14.282494492408759
2021-07-30 04:00:00,67276.0,14.5925,14.56,14.62,14.68,14.52,1428,42.05797676958205,14.697935000000001,14.627840777392072,-0.10595245999760294,-0.11905232950113143,0.013099869503528483,15.120155248211761,14.697935000000001,14.275714751788241
2021-08-02 04:00:00,87711.0,14.6546,14.72,14.64,14.7225,14.55,1811,43.48240248671415,14.679935,14.630272621913658,-0.0984694663533201,-0.11493575687156916,0.016466290518249063,15.07793404932444,14.679935,14.28193595067556
2021-08-03 04:00:00,119306.0,14.544,14.6,14.57,14.62,14.4,2495,45.06390938376808,14.657935,14.618218097530926,-0.09706860846844378,-0.11136232719094409,0.014293718722500307,15.026682012262652,14.657935,14.289187987737348
2021-08-04 04:00:00,98578.0,14.6439,14.61,14.72,14.72,14.59,1965,54.852798447104526,14.649435,14.638574478024742,-0.0828990633054385,-0.10566967441384298,0.022770611108404476,15.003191117447571,14.649435,14.29567888255243
2021-08-05 04:00:00,220194.0,14.6602,14.65,14.73,14.7499,14.56,2613,60.266338143846035,14.648935,14.656859582419793,-0.07005512833948835,-0.09854676519897207,0.02849163685948372,15.002180048536832,14.648935,14.295689951463167
2021-08-06 04:00:00,143659.0,14.6763,14.7,14.65,14.73,14.579,2226,59.91484894436017,14.636435,14.655487665935835,-0.0655756336699902,-0.0919525388931757,0.026376905223185504,14.96938269796313,14.636435,14.30348730203687
2021-08-09 04:00:00,115247.0,14.7691,14.71,14.8107,14.83,14.63,2222,60.1634498348113,14.62997,14.686530132748668,-0.048499384186252215,-0.083261907951791,0.03476252376553879,14.942493838922308,14.62997,14.317446161077692
2021-08-10 04:00:00,131568.0,14.7677,14.89,14.67,14.97,14.617,2587,50.0,14.618470000000002,14.683224106198935,-0.04579178833219899,-0.0757678840278726,0.02997609569567361,14.905002504631723,14.618470000000002,14.331937495368281
2021-08-11 04:00:00,260877.0,14.6965,14.8,14.7,14.81,14.59,1971,49.732880038853786,14.615470000000002,14.686579284959148,-0.04075544641426809,-0.0687653965051517,0.028009950090883612,14.896975562065274,14.615470000000002,14.33396443793473
2021-08-12 04:00:00,153521.0,14.6875,14.71,14.75,14.75,14.601,1482,48.44333748443336,14.62597,14.69926342796732,-0.032356540963874636,-0.061483625396896294,0.029127084433021658,14.911263260753877,14.62597,14.340676739246124
2021-08-13 04:00:00,93899.0,14.7275,14.77,14.74,14.82,14.661,1810,53.803596127247545,14.643970000000001,14.707410742373858,-0.026205187223949267,-0.054427937762306894,0.028222750538357627,14.90859874172578,14.643970000000001,14.379341258274222
2021-08-16 04:00:00,194217.0,14.5644,14.75,14.55,14.76,14.42,2497,56.954612005856546,14.65597,14.675928593899087,-0.03624381107758268,-0.05079111242536205,0.014547301347779373,14.874601707624828,14.65597,14.437338292375172
2021-08-17 04:00:00,199607.0,14.3154,14.4,14.31,14.4019,14.205,2819,38.365341670388595,14.64847,14.60274287511927,-0.06284109402755078,-0.0532011087457998,-0.00963998528175098,14.90278648827893,14.64847,14.39415351172107
2021-08-18 04:00:00,222496.0,14.3711,14.38,14.27,14.44,14.26,2512,32.64530146659429,14.628470000000002,14.536194300095417,-0.086154166492312,-0.05979172029510225,-0.026362446197209753,14.933512244529132,14.628470000000002,14.323427755470872
2021-08-19 04:00:00,110171.0,14.204,14.14,14.23,14.3599,14.05,1810,34.16436576254678,14.60453,14.474955440076334,-0.10662846353459088,-0.06915906894299997,-0.037469394591590904,14.954824349008616,14.60453,14.254235650991385
2021-08-20 04:00:00,100029.0,14.3808,14.3,14.45,14.4699,14.15,1245,43.363140980857864,14.587030000000002,14.46996435206107,-0.10390458271546876,-0.07610817169749373,-0.02779641101797503,14.931123048003316,14.587030000000002,14.242936951996688
2021-08-23 04:00:00,161891.0,14.6516,14.6,14.7498,14.76,14.56,1957,55.41175054177703,14.593020000000001,14.525931481648858,-0.07667072073222236,-0.07622068150443946,-0.00045003922778290295,14.94435734636012,14.593020000000001,14.241682653639883
