timestamp,volume,vw,open,close,high,low,transactions,rsi_14,sma_20,ema_9,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower
2015-04-06 04:00:00,12811548.0,81.9754,82.05,81.82,82.59,81.6139,52622,52.06834532374104,83.423,81.82,0.0,0.0,0.0,86.55655422886906,83.423,80.28944577113094
2015-04-07 04:00:00,9443223.0,82.3978,81.94,82.21,82.95,81.88,54066,52.06834532374104,83.423,81.898,0.031111111111115974,0.006222222222223195,0.02488888888889278,86.55655422886906,83.423,80.28944577113094
2015-04-08 04:00:00,26161677.0,84.9102,83.3,85.39,85.54,83.0655,130294,52.06834532374104,83.423,82.5964,0.30880658436214503,0.06673909465020757,0.24206748971193748,86.55655422886906,83.423,80.28944577113094
2015-04-09 04:00:00,27800559.0,86.5694,87.03,86.14,87.69,85.2,130487,52.06834532374104,83.423,83.30512000000002,0.5826841593096788,0.1699281075821018,0.41275605172757696,86.55655422886906,83.423,80.28944577113094
2015-04-10 04:00:00,18300467.0,84.9613,86.68,84.58,86.69,84.15,92266,52.06834532374104,83.423,83.56009600000002,0.6661758871539263,0.2691776634964667,0.39699822365745957,86.55655422886906,83.423,80.28944577113094
2015-04-13 04:00:00,15797336.0,84.6226,85.16,84.28,85.71,83.82,77148,52.06834532374104,83.423,83.70407680000002,0.7000662621070575,0.35535538321858484,0.3447108788884726,86.55655422886906,83.423,80.28944577113094
2015-04-14 04:00:00,11819227.0,84.486,84.63,85.0,85.13,83.53,62880,52.06834532374104,83.423,83.96326144000003,0.7760764845107389,0.43949960347701567,0.3365768810337232,86.55655422886906,83.423,80.28944577113094
2015-04-15 04:00:00,12226044.0,84.7188,85.08,84.67,85.36,84.16,73762,52.06834532374104,83.423,84.10460915200002,0.800459690274181,0.5116916208364488,0.28876806943773214,86.55655422886906,83.423,80.28944577113094
2015-04-16 04:00:00,12048758.0,84.5402,85.15,84.06,85.4,83.89,67351,52.06834532374104,83.423,84.09568732160002,0.7617803250999486,0.5617093616891489,0.20007096341079977,86.55655422886906,83.423,80.28944577113094
2015-04-17 04:00:00,22791839.0,82.0748,83.08,81.9,83.25,81.61,117982,52.06834532374104,83.423,83.65654985728003,0.5504870295919488,0.5594648952697089,-0.008977865677760044,86.55655422886906,83.423,80.28944577113094
2015-04-20 04:00:00,13471155.0,82.1692,82.25,82.2,82.69,81.52,62736,52.06834532374104,83.423,83.36523988582402,0.40260211681967917,0.528092339579703,-0.12549022276002386,86.55655422886906,83.423,80.28944577113094
2015-04-21 04:00:00,10031261.0,82.4483,82.86,82.42,82.92,82.14,55304,52.06834532374104,83.423,83.17619190865923,0.29969966815970395,0.4824138052957032,-0.18271413713599927,86.55655422886906,83.423,80.28944577113094
2015-04-22 04:00:00,13317176.0,81.98,82.78,82.05,82.84,81.52,66024,52.06834532374104,83.423,82.95095352692739,0.18614704122484227,0.42316045248153106,-0.2370134112566888,86.55655422886906,83.423,80.28944577113094
2015-04-23 04:00:00,11483354.0,82.1668,81.88,82.28,82.75,81.62,61102,52.06834532374104,83.423,82.81676282154191,0.11340755241576517,0.3612098724683779,-0.2478023200526127,86.55655422886906,83.423,80.28944577113094
2015-04-24 04:00:00,21058635.0,84.3638,82.88,84.57,84.99,82.8,108140,60.25354213273677,83.423,83.16741025723354,0.2378035933497813,0.33652861664465855,-0.09872502329487726,86.55655422886906,83.423,80.28944577113094
2015-04-27 04:00:00,17444341.0,85.5024,85.53,84.9,86.27,84.65,95309,60.07490636704124,83.423,83.51392820578684,0.35887965284680945,0.34099882388508873,0.01788082896172072,86.55655422886906,83.423,80.28944577113094
