timestamp,volume,vw,open,close,high,low,transactions
2020-04-02 04:00:00,165933972.0,60.3945,60.085,61.2325,61.2875,59.225,380294
2020-04-03 04:00:00,129880068.0,60.4515,60.7,60.3525,61.425,59.7435,293699
2020-04-06 04:00:00,201820284.0,64.0392,62.725,65.6175,65.7775,62.345,486681
2020-04-07 04:00:00,202887324.0,66.1413,67.7,64.8575,67.925,64.75,467375
2020-04-08 04:00:00,168895284.0,66.1893,65.685,66.5175,66.8425,65.3075,391246
2020-04-09 04:00:00,162116492.0,66.8074,67.175,66.9975,67.5175,66.175,415870
2020-04-13 04:00:00,131022924.0,67.3614,67.0775,68.3125,68.425,66.4575,343829
2020-04-14 04:00:00,194994688.0,71.2864,70.0,71.7625,72.0625,69.5125,476983
2020-04-15 04:00:00,131154564.0,70.9263,70.6,71.1075,71.5825,70.1575,312185
2020-04-16 04:00:00,157125160.0,71.4464,71.845,71.6725,72.0494,70.5875,377056
2020-04-17 04:00:00,215249912.0,70.404,71.1725,70.7,71.7363,69.215,571192
2020-04-20 04:00:00,130015000.0,69.753,69.4875,69.2325,70.42,69.2125,357160
2020-04-21 04:00:00,180991572.0,67.4343,69.07,67.0925,69.3125,66.3575,530768
2020-04-22 04:00:00,117055368.0,68.7543,68.4025,69.025,69.475,68.05,287131
2020-04-23 04:00:00,124801712.0,69.4705,68.9675,68.7575,70.4375,68.7175,318296
2020-04-24 04:00:00,126508732.0,70.0964,69.3,70.7425,70.7525,69.25,306176
2020-04-27 04:00:00,117087572.0,70.5883,70.45,70.7925,71.135,69.9875,300771
2020-04-28 04:00:00,112004748.0,70.406,71.27,69.645,71.4575,69.55,285384
2020-04-29 04:00:00,137280816.0,71.8512,71.1825,71.9325,72.4175,70.9725,324890
2020-04-30 04:00:00,183063872.0,72.9189,72.49,73.45,73.6325,72.0875,471129
2020-05-01 04:00:00,240616692.0,73.1481,71.5625,72.2675,74.75,71.4625,558318
2020-05-04 04:00:00,133446864.0,72.6385,72.2925,73.29,73.4225,71.5793,320744
2020-05-05 04:00:00,147751180.0,74.6384,73.765,74.39,75.25,73.615,361220
2020-05-06 04:00:00,142333256.0,75.4385,75.115,75.1575,75.81,74.7175,327327
2020-05-07 04:00:00,115215056.0,75.9291,75.805,75.935,76.2925,75.4925,273196
2020-05-08 04:00:00,134047940.0,76.9476,76.41,77.5325,77.5875,76.0725,318777
2020-05-11 04:00:00,145945400.0,78.2535,77.025,78.7525,79.2625,76.81,336670
2020-05-12 04:00:00,162100936.0,79.0703,79.4575,77.8525,79.922,77.7275,372891
2020-05-13 04:00:00,200622556.0,77.2421,78.0375,76.9125,78.9875,75.8025,489388
2020-05-14 04:00:00,158600728.0,76.401,76.1275,77.385,77.4475,75.3825,370233
2020-05-15 04:00:00,165283688.0,76.2066,75.0875,76.9275,76.975,75.0525,385764
2020-05-18 04:00:00,135369872.0,78.524,78.2925,78.74,79.125,77.581,315508
2020-05-19 04:00:00,101729540.0,79.087,78.7575,78.285,79.63,78.2525,253423
2020-05-20 04:00:00,111504860.0,79.6228,79.17,79.8075,79.88,79.05,263855
2020-05-21 04:00:00,102688844.0,79.5353,79.665,79.2125,80.2225,78.9675,250904
2020-05-22 04:00:00,81803016.0,79.3895,78.9425,79.7225,79.8075,78.8375,205849
2020-05-26 04:00:00,125519176.0,79.8905,80.875,79.1825,81.06,79.125,309826
2020-05-27 04:00:00,112941436.0,79.0398,79.035,79.5275,79.6775,78.2725,279261
2020-05-28 04:00:00,133795408.0,80.0894,79.1925,79.5625,80.86,78.9075,320359
2020-05-29 04:00:00,153598128.0,79.6771,79.8125,79.485,80.2875,79.1175,307848
2020-06-01 04:00:00,81000752.0,80.2125,79.4375,80.4625,80.5875,79.3025,231707
2020-06-02 04:00:00,87642632.0,80.3801,80.1863,80.835,80.86,79.7325,226248
2020-06-03 04:00:00,104490584.0,81.084,81.165,81.28,81.55,80.575,258867
2020-06-04 04:00:00,87560364.0,80.8328,81.0975,80.58,81.405,80.195,237171
2020-06-05 04:00:00,137248048.0,82.2786,80.8375,82.875,82.9375,80.8075,351615
2020-06-08 04:00:00,95650900.0,82.7662,82.5625,83.365,83.4,81.83,261203
2020-06-09 04:00:00,147712228.0,85.3634,83.035,85.9975,86.4025,83.0025,402768
2020-06-10 04:00:00,166646980.0,87.8736,86.975,88.21,88.6925,86.5225,449782
2020-06-11 04:00:00,201659684.0,85.7741,87.3275,83.975,87.765,83.87,577299
2020-06-12 04:00:00,200145124.0,85.0132,86.18,84.7,86.95,83.5558,514308
2020-06-15 04:00:00,138808720.0,84.8782,83.3125,85.7475,86.42,83.145,368615
2020-06-16 04:00:00,165428728.0,87.7181,87.865,88.02,88.3,86.18,446656
2020-06-17 04:00:00,114388504.0,88.4283,88.7875,87.8975,88.85,87.7725,321829
2020-06-18 04:00:00,96820384.0,87.8912,87.8525,87.9325,88.3625,87.305,274412
2020-06-19 04:00:00,264475808.0,87.6158,88.6588,87.43,89.14,86.2875,521900
2020-06-22 04:00:00,135445064.0,89.1444,87.835,89.7175,89.865,87.7875,365763
2020-06-23 04:00:00,212155476.0,91.9246,91.0,91.6325,93.095,90.5675,540691
2020-06-24 04:00:00,192623396.0,90.5741,91.25,90.015,92.1975,89.63,520696
2020-06-25 04:00:00,137522512.0,90.4714,90.175,91.21,91.25,89.3925,364768
2020-06-26 04:00:00,205256844.0,89.3208,91.1025,88.4075,91.33,88.255,478043
2020-06-29 04:00:00,130646076.0,89.6679,88.3125,90.445,90.5434,87.82,345350
2020-06-30 04:00:00,140217996.0,90.9687,90.02,91.2,91.495,90.0,332668
2020-07-01 04:00:00,110737236.0,91.4261,91.28,91.0275,91.84,90.9775,317158
2020-07-02 04:00:00,114041468.0,91.761,91.9625,91.0275,92.6175,90.91,304461
2020-07-06 04:00:00,118655652.0,93.3518,92.5,93.4625,93.945,92.4675,335176
2020-07-07 04:00:00,112419852.0,93.9268,93.8525,93.1725,94.655,93.0575,312176
2020-07-08 04:00:00,117091880.0,94.885,94.18,95.3425,95.375,94.09,328566
2020-07-09 04:00:00,125632928.0,95.6154,96.2625,95.6825,96.3175,94.6725,381750
2020-07-10 04:00:00,90257320.0,95.4535,95.335,95.92,95.98,94.7052,278154
2020-07-13 04:00:00,191649140.0,97.9313,97.265,95.4775,99.955,95.2575,582519
2020-07-14 04:00:00,170984564.0,95.8252,94.84,97.0575,97.255,93.8775,475794
2020-07-15 04:00:00,153175132.0,97.7985,98.99,97.725,99.2475,96.49,437741
2020-07-16 04:00:00,110572372.0,96.468,96.5625,96.5225,97.405,95.905,345189
2020-07-17 04:00:00,92164500.0,96.4832,96.9875,96.3275,97.1475,95.84,257101
2020-07-20 04:00:00,90317908.0,97.4448,96.4163,98.3575,98.5,96.0625,281653
