date,volume,vwap,open,close,high,low,transactions,date,sma_20,sma_50,sma_200,ema_9,rsi_14,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,ema_12,ema_26,macd,macd_signal,macd_histogram,atr_14,log_return,historical_volatility
2025-01-06 05:00:00,31849831.0,227.0921,226.78,227.61,228.835,224.84,410686,2025-01-06,,,,227.61,,,,,,227.61,227.61,0.0,0.0,0.0,,,
2025-01-07 05:00:00,28084164.0,223.4033,227.9,222.11,228.381,221.46,379570,2025-01-07,,,,226.51000000000002,,,,,,226.76384615384615,227.2025925925926,-0.43874643874644903,-0.0877492877492898,-0.3509971509971592,,-0.024460883367675646,
2025-01-08 05:00:00,25033292.0,222.0414,223.185,222.13,223.52,220.2,325539,2025-01-08,,,,225.63400000000001,,,,,,226.0509467455621,226.8268449931413,-0.7758982475791925,-0.22537907971527038,-0.5505191678639221,,9.004141911351375e-05,
2025-01-10 05:00:00,36811525.0,218.864,221.46,218.94,221.71,216.5,493840,2025-01-10,,,,224.29520000000002,,,,,,224.95695493855254,226.2426342529086,-1.2856793143560594,-0.4374391266434282,-0.8482401877126312,,-0.014465076393119836,
2025-01-13 05:00:00,27262655.0,218.1426,218.06,218.46,219.4,216.47,373519,2025-01-13,,,,223.12816000000004,,,,,,223.95742340954448,225.6661428267672,-1.7087194172227385,-0.6916951847592903,-1.0170242324634482,,-0.002194788261014159,
2025-01-14 05:00:00,24711650.0,218.6245,220.44,217.76,221.82,216.2,332022,2025-01-14,,,,222.05452800000003,,,,,,223.00397365422992,225.08050261737705,-2.076528963147126,-0.9686619404368575,-1.1078670227102687,,-0.0032093925122412274,
2025-01-15 05:00:00,31291257.0,222.669,222.83,223.35,223.57,220.75,353985,2025-01-15,,,,222.31362240000004,,,,,,223.0572084766561,224.9523172383121,-1.8951087616560187,-1.1539513046806897,-0.741157456975329,,0.025346508894971784,
2025-01-16 05:00:00,24457276.0,221.8973,224.42,220.66,224.65,220.31,313322,2025-01-16,,,,221.98289792000006,,,,,,222.68840717255515,224.63436781325194,-1.9459606406967964,-1.3123531718839112,-0.6336074688128852,,-0.012116992465967626,
2025-01-17 05:00:00,42355173.0,225.393,225.84,225.94,226.51,223.08,385913,2025-01-17,,,,222.77431833600008,,,,,,223.1886522229313,224.73108130856662,-1.5424290856353196,-1.358368354634193,-0.18406073100112663,,0.0236464219666227,
2025-01-21 05:00:00,39951456.0,230.0901,228.9,230.71,231.78,226.94,552447,2025-01-21,,,,224.36145466880006,,,,,,224.34578265017265,225.17396417459872,-0.8281815244260713,-1.2523309885925686,0.42414946416649735,,0.02089203327873447,
2025-01-22 05:00:00,41448217.0,234.095,232.02,235.01,235.44,231.19,512233,2025-01-22,,,,226.49116373504006,,,,,,225.98643147322304,225.90255942092475,0.08387205229828965,-0.9850903804143971,1.0689624327126868,,0.018466555852769642,
2025-01-23 05:00:00,26404364.0,234.2435,234.1,235.42,235.52,231.51,365153,2025-01-23,,,,228.27693098803206,,,,,,227.43774970811182,226.60755501937476,0.8301946887370661,-0.6220333665841045,1.4522280553211706,,0.0017430865540477031,
2025-01-24 05:00:00,25840738.0,234.4578,234.5,234.85,236.4,232.93,349377,2025-01-24,,,,229.59154479042567,,,,,,228.57809590686384,227.21810649942108,1.3599894074427539,-0.22562881177873279,1.5856182192214867,,-0.002424140511330493,
2025-01-27 05:00:00,49428332.0,231.8188,226.21,235.42,235.61,225.86,661486,2025-01-27,,,,230.75723583234054,61.46169650719105,,,,,229.6306965365771,227.82565416613065,1.8050423704464436,0.18050542466630248,1.624536945780141,5.158285714285717,0.002424140511330511,
2025-01-28 05:00:00,41587188.0,238.6365,234.29,238.15,241.77,233.98,542344,2025-01-28,,,,232.23578866587243,64.32065217391303,,,,,230.94135860787293,228.59042052419505,2.3509380836778746,0.614591956468617,1.7363461272092575,5.429357142857147,0.011529574262534798,
2025-01-29 05:00:00,26088785.0,237.4141,239.015,237.07,240.39,236.15,384888,2025-01-29,,,,233.20263093269796,73.10067943174796,,,,,231.884226514354,229.2185375224028,2.6656889919511855,1.0248113635651306,1.6408776283860549,5.237857142857146,-0.004545271071728406,
2025-01-30 05:00:00,32020728.0,235.023,237.14,234.64,237.95,232.22,428122,2025-01-30,,,,233.49010474615838,67.97930439781544,,,,,232.30819166599184,229.62012733555818,2.6880643304336616,1.3574619569388369,1.3306023734948247,5.410000000000001,-0.010303031505945406,
2025-01-31 05:00:00,36162377.0,238.2019,236.5,237.68,240.29,236.41,435388,2025-01-31,,,,234.3280837969267,77.04965357967666,,,,,233.13462371737774,230.21715494033165,2.917468777046082,1.6694633209602858,1.2480054560857963,5.411428571428573,0.012872806485156745,
2025-02-03 05:00:00,37285720.0,236.6088,234.06,237.42,239.25,232.9,551849,2025-02-03,,,,234.9464670375414,77.5421266705403,,,,,233.7939123762427,230.7506990188256,3.043213357417102,1.9442133282516494,1.0990000291654525,5.655714285714287,-0.0010945065289643418,
2025-02-04 05:00:00,29713812.0,241.1698,239.01,242.06,242.52,238.03,412003,2025-02-04,229.76950000000002,,,236.36917363003315,81.67361835245043,229.76950000000002,7.905334291676598,245.5801685833532,213.95883141664683,235.06561816451307,231.58842501743112,3.477193147081948,2.250809292017709,1.2263838550642392,5.61857142857143,0.01935490468506991,
2025-02-05 05:00:00,38825242.0,236.5721,237.02,236.17,238.32,235.2,552143,2025-02-05,230.19750000000005,,,236.32933890402654,66.5804449042938,230.19750000000005,8.01324947229669,246.22399894459343,214.17100105540666,235.23552306228027,231.92780094206583,3.307722120214436,2.4621918576570545,0.8455302625573813,5.693571428571431,-0.024633744621397648,23.89054985214881
2025-02-06 05:00:00,60843345.0,235.7511,238.01,238.83,239.6599,236.01,803116,2025-02-06,231.0335,,,236.82947112322125,73.5179911985503,231.0335,7.997254973130671,247.02800994626134,215.03899005373867,235.78851951423715,232.43907494635727,3.3494445678798854,2.6396423997016205,0.7098021681782649,5.644278571428574,0.011200117079536328,21.95775511641236
2025-02-07 05:00:00,77389256.0,230.4554,232.5,229.15,234.81,228.06,943438,2025-02-07,231.38449999999997,,,235.29357689857702,53.729955844759466,231.38449999999997,7.735689317089098,246.85587863417817,215.91312136582178,234.76720881973912,232.19543976514564,2.5717690545934886,2.626067730679994,-0.054298676086505626,5.995707142857147,-0.04137519081346349,27.16078707279269
2025-02-10 05:00:00,35419926.0,232.4151,230.545,233.14,233.92,229.2,473182,2025-02-10,232.0945,,,234.86286151886162,52.87573964497038,232.0945,7.163912100168974,246.42232420033795,217.76667579966207,234.51686900131773,232.26540718994966,2.251461811368074,2.5511465468176104,-0.29968473544953644,5.919278571428573,0.01726232053655323,27.01316034706313
2025-02-11 05:00:00,23713726.0,232.1101,231.92,232.76,233.44,230.13,329473,2025-02-11,232.80949999999999,,,234.4422892150893,47.06496217062354,232.80949999999999,6.4048907916241395,245.61928158324827,219.9997184167517,234.24658146265347,232.30204369439784,1.9445377682556284,2.429824791105214,-0.4852870228495858,5.817850000000003,-0.001631251703217151,26.999130786880208
2025-02-12 05:00:00,32285249.0,229.6079,230.46,228.93,231.18,228.16,400325,2025-02-12,233.368,,,233.33983137207144,42.22754491017968,233.368,5.437465160202975,244.24293032040595,222.49306967959404,233.42864585301447,232.052262679998,1.3763831730164782,2.219136467487467,-0.842753294470989,5.859992857142858,-0.016591599818817578,27.823803990617037
2025-02-13 05:00:00,31346512.0,229.3312,228.85,230.37,230.42,227.52,408846,2025-02-13,233.719,,,232.74586509765717,44.744251525105604,233.719,4.962587292086564,243.64417458417313,223.79382541582686,232.9580849525507,231.92765062962775,1.0304343229229573,1.9813960385745653,-0.9509617156516079,5.819278571428571,0.006270432040910372,26.54078655988945
2025-02-14 05:00:00,26543084.0,228.6322,229.2,228.68,229.89,227.23,375368,2025-02-14,234.11999999999998,,,231.93269207812574,42.29538180155467,234.11999999999998,4.101066613506925,242.32213322701384,225.91786677298612,232.2999180367737,231.68708391632197,0.6128341204517369,1.7076836549499999,-1.094849534498263,5.347135714285715,-0.007363065614791294,26.26841534654304
2025-02-18 05:00:00,42975133.0,225.8082,228.82,226.65,229.3,223.72,600702,2025-02-18,234.1555,,,230.87615366250063,36.64033457249073,234.1555,4.02897071222913,242.21344142445824,226.09755857554174,231.43069987727006,231.313966589187,0.11673328808305428,1.3894935815766107,-1.2727602934935565,5.189278571428572,-0.008916669008912316,25.195243219649026
2025-02-19 05:00:00,28566709.0,225.3773,225.52,226.63,226.83,223.71,391423,2025-02-19,233.95149999999998,,,230.0269229300005,37.565507384468816,233.95149999999998,4.306353048572245,242.56420609714448,225.33879390285549,230.69213066538236,230.9670061010991,-0.2748754357167229,1.056619778117944,-1.331495213834667,5.109278571428574,-8.824567601914891e-05,23.976336092995723
2025-02-20 05:00:00,30001665.0,222.9351,224.775,222.88,225.13,221.81,447333,2025-02-20,233.34499999999997,,,228.5975383440004,36.42032332563514,233.34499999999997,4.954794063382092,243.25458812676416,223.43541187323578,229.4902644091697,230.36796861212878,-0.8777042029590802,0.6697549819025392,-1.5474591848616195,5.044278571428573,-0.016685221679343602,23.453073885870364
2025-02-21 05:00:00,55315350.0,217.7121,223.28,216.58,223.31,214.74,774965,2025-02-21,232.40299999999996,,,226.19403067520034,27.341065292096232,232.40299999999996,6.179175639108137,244.76135127821624,220.0446487217837,227.50406988468205,229.34663760382296,-1.8425677191409022,0.167290441693851,-2.009858160834753,5.252850000000001,-0.028673515831262143,25.123197565369765
2025-02-24 05:00:00,42387585.0,214.0526,217.45,212.71,217.715,212.42,586136,2025-02-24,231.296,,,223.4972245401603,25.37372932031097,231.296,7.5490657490984,246.3941314981968,216.19786850180319,225.22805913319252,228.11429407761383,-2.886234944421318,-0.4434146355291828,-2.442820308892135,5.17749285714286,-0.018030258524674245,25.585792510234928
2025-02-25 05:00:00,58955877.0,209.6983,211.63,212.8,213.34,204.16,800749,2025-02-25,230.16500000000002,,,221.35777963212826,17.930732135028506,230.16500000000002,8.529487243180505,247.22397448636104,213.106025513639,223.3160500357783,226.9799019237165,-3.663851887938222,-1.0875020860109907,-2.576349801927231,5.46892142857143,0.0004230217919302169,25.51906189325876
2025-02-26 05:00:00,39120603.0,215.4418,214.94,214.35,218.16,213.09,508442,2025-02-26,228.975,,,219.95622370570263,23.570736434108525,228.975,9.003867297766526,246.98273459553303,210.96726540446696,221.93665772258163,226.04435363307084,-4.107695910489213,-1.6915408509066352,-2.4161550595825774,5.361778571428571,0.007257435576496708,25.193897506638237
2025-02-27 05:00:00,40548571.0,212.3725,218.35,208.74,219.97,208.37,558788,2025-02-27,227.5585,,,217.71297896456213,15.984625819579406,227.5585,9.851849024955989,247.262198049912,207.85480195008802,219.9064026883383,224.76254966025076,-4.856146971912466,-2.3244620751078013,-2.5316848968046646,5.9296428571428565,-0.026520734652080394,26.294253638210535
2025-02-28 05:00:00,51771737.0,210.403,208.65,212.28,212.62,206.99,540930,2025-02-28,226.44050000000001,,,216.6263831716497,27.855080073510052,226.44050000000001,10.265953169271917,246.97240633854386,205.90859366145617,218.7331099670555,223.83791635208405,-5.104806385028553,-2.880530937091952,-2.224275447936601,5.562499999999998,0.01681669956778855,27.490295224181065
2025-03-03 05:00:00,42948447.0,207.4103,213.352,205.02,214.01,202.55,666781,2025-03-03,224.80750000000003,,,214.30510653731977,16.00580270793033,224.80750000000003,10.958255179495833,246.7240103589917,202.89098964100836,216.62340074135466,222.44399662230006,-5.820595880945405,-3.4685439258626425,-2.352051955082762,6.0403571428571405,-0.03479862260443867,28.564960239332628
2025-03-04 05:00:00,60842554.0,201.9283,200.11,203.8,206.8,197.432,872020,2025-03-04,223.1265,,,212.20408522985582,15.687203791469173,223.1265,11.487541203179065,246.10158240635812,200.15141759364187,214.65056985806933,221.062959835463,-6.412389977393673,-4.057313136168849,-2.3550768412248235,6.473071428571428,-0.005968414566631044,28.47472025209604
2025-03-05 05:00:00,38562205.0,207.0527,204.8,208.36,209.98,203.26,514658,2025-03-05,221.4415,,,211.43526818388466,26.042394595853693,221.4415,11.026513632818702,243.4945272656374,199.38847273436258,213.68278987990482,220.12199984765093,-6.439209967746109,-4.533692502484302,-1.9055174652618074,6.624499999999999,0.022128232088366374,28.838063910572075
2025-03-06 05:00:00,49855705.0,201.4557,204.4,200.7,205.77,198.3015,688560,2025-03-06,219.66799999999998,,,209.2882145471077,19.816887080366186,219.66799999999998,11.379739891579238,242.42747978315845,196.9085202168415,211.68543759068868,218.68333319226937,-6.997895601580694,-5.02653312230358,-1.971362479277114,7.135821428571431,-0.037456097074698436,30.176825506962334
2025-03-07 05:00:00,59302811.0,197.6649,199.49,199.25,202.2653,192.53,785670,2025-03-07,217.689,,,207.28057163768617,19.914127990186017,217.689,11.313370710893597,240.31574142178718,195.0622585782128,209.77229334596734,217.24382702987907,-7.47153368391173,-5.51553323462521,-1.9560004492865195,7.606914285714287,-0.007250938131967971,29.306875744718297
2025-03-10 04:00:00,62350926.0,193.5839,195.6,194.54,196.73,190.85,902822,2025-03-10,215.95850000000002,,,204.73245731014896,18.87962783485169,215.95850000000002,12.088454376409175,240.13540875281836,191.78159124718167,207.4288636004339,215.56206206470284,-8.13319846426893,-6.039066280553954,-2.094132183714975,7.808342857142857,-0.02392252022903023,27.343468914768987
2025-03-11 04:00:00,54002880.0,196.8215,193.9,196.59,200.18,193.4,668549,2025-03-11,214.131,,,203.1039658481192,21.988064155165972,214.131,12.11702495186877,238.36504990373754,189.89695009626246,205.76134612344407,214.1567241339841,-8.395378010540043,-6.510328626551173,-1.8850493839888696,8.069771428571428,0.010482544278221042,26.602412041082413
2025-03-12 04:00:00,43674484.0,198.882,200.72,198.89,201.52,195.29,573895,2025-03-12,212.4375,,,202.26117267849537,27.007858922752504,212.4375,11.737284665364019,235.91206933072803,188.96293066927197,204.70421595060654,213.02585567961492,-8.321639729008382,-6.872590847042615,-1.4490488819657665,8.170485714285716,0.011631566355639908,27.461035628895235
2025-03-13 04:00:00,41168361.0,194.3371,198.165,193.89,198.8799,191.82,588537,2025-03-13,210.6855,,,200.5869381427963,27.69805386278746,210.6855,11.761064879731896,234.20762975946377,187.1633702405362,203.040490419744,211.60838488853233,-8.567894468788325,-7.211651571391758,-1.3562428973965668,8.063342857142858,-0.025460920132241296,28.009936323367064
2025-03-14 04:00:00,38044533.0,197.4356,197.41,197.95,198.65,195.32,470642,2025-03-14,209.0645,,,200.05955051423706,35.546415981198564,209.0645,11.122028627434544,231.3085572548691,186.82044274513092,202.25733804747568,210.59665267456697,-8.339314627091284,-7.437184182531664,-0.9021304445596199,8.025128571428572,0.020723485609225774,29.440818956240616
2025-03-17 04:00:00,47341752.0,196.4612,198.77,195.74,199.0,194.3247,568556,2025-03-17,207.41750000000002,,,199.19564041138966,33.96013538924406,207.41750000000002,10.485110181887244,228.38772036377452,186.44727963622552,201.25467065555637,209.4961598838583,-8.24148922830193,-7.598045191685717,-0.6434440366162129,7.7033642857142866,-0.011227225554466057,29.468918453783377
2025-03-18 04:00:00,40412937.0,192.0851,192.52,192.82,194.0,189.38,554392,2025-03-18,205.72599999999997,,,197.92051232911174,30.26581118240145,205.72599999999997,9.933430212644241,225.59286042528845,185.8591395747115,199.95702901624,208.26088878135027,-8.303859765110275,-7.739208106370629,-0.5646516587396455,7.77479285714286,-0.015030136761439182,29.57997309393988
2025-03-19 04:00:00,39411728.0,194.2891,193.38,195.54,195.965,191.96,445696,2025-03-19,204.1715,219.80259999999998,,197.44440986328942,37.22415795586526,204.1715,8.865176268025225,221.90185253605046,186.44114746394956,199.2774860906646,207.31860072347249,-8.041114632807876,-7.799589411658079,-0.24152522114979647,7.23229285714286,0.014007850841290906,30.494309170726986
2025-03-20 04:00:00,38921113.0,195.636,193.07,194.95,199.32,192.3,455391,2025-03-20,202.775,219.14939999999999,,196.94552789063155,32.21104495996714,202.775,7.91154885361632,218.59809770723265,186.95190229276736,198.61171899979314,206.40240807728935,-7.790689077496211,-7.797809344825707,0.0071202673294958885,7.331578571428573,-0.003021846648918817,30.32641466524541
2025-03-21 04:00:00,59897917.0,195.3021,192.9,196.21,196.99,192.52,394835,2025-03-21,201.75650000000002,218.63139999999999,,196.79842231250524,39.68625614610162,201.75650000000002,7.330663267902041,216.4178265358041,187.09517346419594,198.24222376905573,205.64741488637904,-7.405191117323312,-7.719285699325228,0.31409458200191587,6.8322928571428605,0.006442398803403915,29.501390678210566
2025-03-24 04:00:00,41583365.0,202.3698,200.0,203.26,203.64,199.95,515879,2025-03-24,201.28400000000002,218.254,,198.0907378500042,49.443757725587126,201.28400000000002,6.878073781762467,215.04014756352495,187.5278524364751,199.01418934304718,205.47056933923986,-6.45637999619268,-7.466704558698719,1.0103245625060389,6.693864285714286,0.035300433477610076,32.30317265770119
2025-03-25 04:00:00,31171161.0,205.1037,203.595,205.71,206.21,203.22,402368,2025-03-25,200.9295,217.9894,,199.61459028000337,47.14624165410295,200.9295,6.420804569194524,213.77110913838905,188.08789086161093,200.04431405950146,205.48830494374062,-5.443990884239156,-7.062161823806807,1.6181709395676513,6.427435714285715,0.011981462254762397,32.68932315972933
2025-03-26 04:00:00,32990973.0,202.2164,205.835,201.13,206.01,199.925,450177,2025-03-26,200.2685,217.6428,,199.9176722240027,50.49596309111882,200.2685,5.5936987810062995,211.45589756201258,189.0811024379874,200.211342665732,205.16546754050057,-4.954124874768581,-6.640554433999162,1.6864295592305805,6.143614285714285,-0.02251594479925321,33.310456115220056
2025-03-27 04:00:00,27317661.0,201.8553,200.89,201.36,203.79,199.2821,363321,2025-03-27,199.89950000000002,217.3148,,200.20613777920215,52.50415380963685,199.89950000000002,5.237525003080607,210.37455000616123,189.4244499938388,200.3880591786963,204.88358105601904,-4.495521877322744,-6.211547922663878,1.7160260453411338,5.770228571428569,0.001142885661930857,32.167611574671405
2025-03-28 04:00:00,52542526.0,193.9821,198.42,192.72,199.26,191.881,678644,2025-03-28,198.92149999999998,216.70219999999998,,198.70891022336176,48.0243161094225,198.92149999999998,4.5902669054378125,208.1020338108756,189.74096618912435,199.20835776658916,203.98257505186947,-4.774217285280315,-5.924081795187165,1.14986450990685,5.847299999999998,-0.04385599252044459,34.62608626151319
2025-03-31 04:00:00,63543658.0,188.28,188.19,190.26,191.33,184.4,769861,2025-03-31,198.1835,216.09419999999997,,197.0191281786894,43.18915429309231,198.1835,4.7421816820175575,207.66786336403513,188.6991366359649,197.83168734096006,202.96608801099026,-5.134400670030203,-5.766145570155773,0.6317449001255699,5.957299999999997,-0.012846800528305018,32.94230115299976
2025-04-01 04:00:00,41246065.0,191.4701,187.86,192.17,193.93,187.2,528166,2025-04-01,197.602,215.4188,,196.04930254295155,42.70833333333334,197.602,4.730259367541088,207.06251873508216,188.14148126491784,196.9606585192739,202.16637778795396,-5.20571926868007,-5.654060309860633,0.44834104118056217,5.993014285714283,0.009988839166024745,33.28406085779887
2025-04-02 04:00:00,53679198.0,194.287,187.66,196.01,198.34,187.66,710850,2025-04-02,196.9845,214.7248,,196.04144203436124,52.35975066785396,196.9845,4.002009330849962,204.9885186616999,188.98048133830008,196.8144033624625,201.71034980366107,-4.895946441198561,-5.502437536128218,0.6064910949296571,6.250871428571427,0.019785281392848,33.05967011109692
2025-04-03 04:00:00,95553617.0,180.3426,182.995,178.41,184.13,176.92,1447903,2025-04-03,195.86999999999998,213.59279999999998,,192.51515362748898,33.2877180978447,195.86999999999998,5.669263388520649,207.20852677704127,184.53147322295868,193.98295669131443,199.98439796635284,-6.001441275038417,-5.602238283910259,-0.39920299112815805,7.274442857142854,-0.09408140595057173,44.87399646779358
2025-04-04 04:00:00,102321921.0,173.6238,167.145,173.93,178.1436,166.0,1421614,2025-04-04,194.60399999999998,212.363,,188.7981229019912,32.04347110159725,194.60399999999998,7.428800569051258,209.4616011381025,179.74639886189746,190.89788643111223,198.0544425614378,-7.156556130325583,-5.913101853193324,-1.2434542771322592,7.826921428571426,-0.025431352966550084,45.40818076953518
