timestamp,volume,vw,open,close,high,low,transactions
2015-04-06 04:00:00,61014180.0,18.8319,18.505,18.852,19.01,18.468,25750
2015-04-07 04:00:00,39098040.0,18.8032,18.8075,18.7205,18.9655,18.7015,19375
2015-04-08 04:00:00,52728680.0,18.9939,18.733,19.06,19.079,18.7325,24858
2015-04-09 04:00:00,47846560.0,19.0988,19.033,19.177,19.221,18.9398,23423
2015-04-10 04:00:00,51470380.0,19.2273,19.2155,19.1325,19.356,19.0658,25346
2015-04-13 04:00:00,37889060.0,19.1208,19.1765,19.118,19.264,19.007,18427
2015-04-14 04:00:00,51671500.0,19.2299,19.1755,19.2555,19.3905,19.0605,23544
2015-04-15 04:00:00,38664580.0,19.1822,19.2325,19.1725,19.289,19.082,20230
2015-04-16 04:00:00,41608360.0,19.2827,19.1845,19.302,19.3725,19.1775,20302
2015-04-17 04:00:00,76793280.0,18.9042,19.1315,18.778,19.178,18.72,36933
2015-04-20 04:00:00,100322960.0,19.312,18.9275,19.4755,19.597,18.85,40231
2015-04-21 04:00:00,92870480.0,19.5368,19.5655,19.559,19.73,19.34,38524
2015-04-22 04:00:00,69494480.0,19.544,19.5955,19.49,19.714,19.4,27690
2015-04-23 04:00:00,159599700.0,19.691,19.5105,19.4995,19.594,19.3075,72463
2015-04-24 04:00:00,343538080.0,22.3097,21.95,22.255,22.6325,21.95,147351
2015-04-27 04:00:00,108618980.0,22.1007,22.193,21.928,22.3495,21.8705,48588
2015-04-28 04:00:00,82809660.0,21.651,21.9255,21.4655,21.95,21.402,41870
2015-04-29 04:00:00,64433760.0,21.5093,21.3375,21.4685,21.712,21.3015,32403
2015-04-30 04:00:00,72957540.0,21.2223,21.3555,21.089,21.5875,20.962,35584
2015-05-01 04:00:00,71316480.0,21.0307,21.191,21.1435,21.282,20.8,33544
2015-05-04 04:00:00,45126960.0,21.2731,21.24,21.152,21.4885,21.121,21556
2015-05-05 04:00:00,57127720.0,21.1961,21.1425,21.0595,21.3755,21.051,27172
2015-05-06 04:00:00,51049480.0,20.9135,21.0715,20.955,21.1358,20.7275,26228
2015-05-07 04:00:00,55322640.0,21.3172,21.2075,21.344,21.425,21.1425,27701
