date,volume,vwap,open,close,high,low,transactions,date,sma_20,sma_50,sma_200,ema_9,rsi_14,bollinger_mid,bollinger_std,bollinger_upper,bollinger_lower,ema_12,ema_26,macd,macd_signal,macd_histogram,atr_14,log_return,historical_volatility
2025-01-06 05:00:00,20573648.0,428.8399,428.0,427.85,434.32,425.4774,372816,2025-01-06,,,,427.85,,,,,,427.85,427.85,0.0,0.0,0.0,,,
2025-01-07 05:00:00,18139065.0,424.3997,429.0,422.37,430.65,420.8,299265,2025-01-07,,,,426.754,,,,,,427.0069230769231,427.44407407407414,-0.43715099715103634,-0.08743019943020727,-0.3497207977208291,,-0.012890959721518212,
2025-01-08 05:00:00,15046575.0,424.4545,423.46,424.56,426.97,421.54,249659,2025-01-08,,,,426.3152,,,,,,426.6304733727811,427.23043895747605,-0.5999655846949281,-0.18993727648315145,-0.41002830821177666,,0.005171631377093842,
2025-01-10 05:00:00,20162632.0,419.2559,424.63,418.95,424.71,415.02,360659,2025-01-10,,,,424.84216000000004,,,,,,425.44886208466096,426.6170731087741,-1.168211024113134,-0.385592026009148,-0.782618998103986,,-0.013301757460344054,
2025-01-13 05:00:00,17604780.0,415.8274,415.235,417.19,418.5,412.29,305299,2025-01-13,,,,423.311728,,,,,,424.1782679177901,425.9187713970131,-1.7405034792229799,-0.6565743166519145,-1.0839291625710654,,-0.00420982753921808,
2025-01-14 05:00:00,16927056.0,415.4723,417.81,415.67,419.74,410.72,291482,2025-01-14,,,,421.78338240000005,,,,,,422.86930362274546,425.15960314538245,-2.2902995226369853,-0.9833193578489287,-1.3069801647880568,,-0.0036500772941136213,
2025-01-15 05:00:00,19637838.0,425.5384,419.13,426.31,428.15,418.265,306574,2025-01-15,,,,422.6887059200001,,,,,,423.3986415269385,425.244817727206,-1.8461762002675073,-1.1558907263326446,-0.6902854739348627,,0.025275104928999953,
2025-01-16 05:00:00,15296423.0,426.1059,428.695,424.58,429.49,424.39,247930,2025-01-16,,,,423.0669647360001,,,,,,423.58038898433256,425.1955719696352,-1.6151829853026243,-1.2477491781266405,-0.36743380717598373,,-0.004066336151107945,
2025-01-17 05:00:00,26197507.0,430.6367,434.085,429.03,434.48,428.17,280168,2025-01-17,,,,424.2595717888001,,,,,,424.4187906790506,425.4796036755881,-1.0608129965375497,-1.2103619418088225,0.14954894527127283,,0.010426401549097972,
2025-01-21 05:00:00,26085703.0,428.5769,430.2,428.5,430.8999,425.595,389324,2025-01-21,,,,425.1076574310401,,,,,,425.0466690361197,425.7033367366557,-0.6566677005359907,-1.0996230935542561,0.4429553930182655,,-0.001236108515119177,
2025-01-22 05:00:00,27803811.0,442.944,437.56,446.2,447.27,436.0,463559,2025-01-22,,,,429.3261259448321,,,,,,428.30102764594744,427.221608089496,1.0794195564514553,-0.6638145635531139,1.7432341200045691,,0.04047654396059758,
2025-01-23 05:00:00,18376270.0,444.9193,442.0,446.71,446.75,441.5048,281368,2025-01-23,,,,432.80290075586566,,,,,,431.1331772388786,428.66519267545925,2.46798456341935,-0.037454738158621104,2.505439301577971,,0.001142332498144708,
2025-01-24 05:00:00,15549453.0,444.0559,445.16,444.06,446.65,441.4,269540,2025-01-24,,,,435.0543206046926,,,,,,433.1219192021281,429.8055487735734,3.3163704285547055,0.6333102951840442,2.6830601333706614,,-0.005949926059146918,
2025-01-27 05:00:00,35636555.0,430.0458,424.01,434.56,435.2,423.5,646790,2025-01-27,,,,434.9554564837541,55.220164929204905,,,,,433.34316240180067,430.15773034590126,3.185432055899412,1.143734647327118,2.041697408572294,9.44019285714285,-0.021625663507153406,
2025-01-28 05:00:00,23487653.0,443.6582,434.6,447.2,448.38,431.38,419472,2025-01-28,,,,437.4043651870033,62.57963853855154,,,,,435.47498357075443,431.4201206906493,4.054862880105134,1.7259602938827212,2.328902586222412,10.02286428571428,0.028671896910612685,
2025-01-29 05:00:00,23581370.0,439.3597,446.69,442.33,446.88,440.4,466063,2025-01-29,,,,438.3894921496027,63.07994757536042,,,,,436.529601482946,432.22825989874934,4.301341584196678,2.2410365519455127,2.060305032251165,9.80500714285714,-0.010949712000212162,
2025-01-30 05:00:00,54585060.0,416.3876,418.77,414.99,422.86,413.16,1142722,2025-01-30,,,,433.7095937196822,45.28339083292262,,,,,433.2158166394159,430.9513517581013,2.264464881314609,2.245722217819332,0.01874266349527698,11.500721428571422,-0.06380178628584356,
2025-01-31 05:00:00,34223388.0,416.8028,418.98,415.06,420.69,414.91,567270,2025-01-31,,,,429.97967497574575,47.972057136899174,,,,,430.4226140795057,429.7742145908345,0.6483994886712026,1.9262576719897064,-1.2778581833185039,11.221435714285706,0.00016866453868067421,
2025-02-03 05:00:00,25658899.0,411.9182,411.6,410.92,415.41,408.66,505729,2025-02-03,,,,426.16773998059665,46.810458846271246,,,,,427.42221191342793,428.3776061026245,-0.9553941891965678,1.3499272997524516,-2.3053214889490192,11.22786428571428,-0.010024539745451297,
2025-02-04 05:00:00,20299996.0,412.0606,412.685,412.37,413.9199,409.74,354120,2025-02-04,427.4705,,,423.40819198447736,48.32009773976786,427.4705,12.2121029160247,451.8947058320494,403.04629416795063,425.10648700366977,427.1918575024301,-2.0853704987603123,0.6628677400498988,-2.7482382388102113,10.882142857142851,0.0035224562408462663,
2025-02-05 05:00:00,16336188.0,412.5466,412.35,413.29,413.827,410.4,311862,2025-02-05,426.7425,,,421.38455358758193,42.64406779661017,426.7425,12.615605571963973,451.97371114392797,401.51128885607204,423.2885659261821,426.1620902800279,-2.8735243538457667,-0.04441067872923432,-2.8291136751165324,10.235499999999998,0.0022285211364244705,33.33812343319265
2025-02-06 05:00:00,16309355.0,416.0424,414.0,415.82,418.2,414.0,289457,2025-02-06,426.41499999999996,,,420.27164287006553,45.095184770436724,426.41499999999996,12.818477001250146,452.0519540025003,400.77804599749965,422.1395557836926,425.3960095185443,-3.256453734851732,-0.6868192899537339,-2.569634444897998,10.221928571428565,0.006102948589908493,33.17619537287752
2025-02-07 05:00:00,22886844.0,411.3369,416.48,409.75,418.65,408.1,437552,2025-02-07,425.67449999999997,,,418.16731429605244,39.397272327320714,425.67449999999997,13.3481086675229,452.37071733504575,398.9782826649542,420.2334702785091,424.237045850504,-4.0035755719948725,-1.3501705463619618,-2.6534050256329107,10.26835714285713,-0.014705256691303348,33.45225030483198
2025-02-10 05:00:00,20817919.0,412.7279,413.71,412.22,415.4624,410.92,291373,2025-02-10,425.338,,,416.977851436842,41.23411587335775,425.338,13.60883637084453,452.5556727416891,398.12032725831097,419.0006286972,423.3468943060222,-4.346265608822193,-1.949389558854008,-2.3968760499681854,10.297464285714275,0.00600996979121241,33.27157059512923
2025-02-11 05:00:00,18140592.0,411.1454,409.64,411.44,412.49,409.3,242310,2025-02-11,425.0505,,,415.8702811494736,27.11351066631549,425.0505,13.848654684804124,452.74780936960826,397.35319063039174,417.8374550514769,422.46490213520576,-4.627447083728839,-2.4850010638289746,-2.1424460198998645,9.184607142857134,-0.0018939859484906557,33.250330098717924
2025-02-12 05:00:00,19116234.0,408.8349,407.21,409.04,410.75,404.3673,328184,2025-02-12,424.71899999999994,,,414.5042249195789,25.79982012077606,424.71899999999994,14.160850368459322,453.04070073691855,396.3972992630813,416.4840004281728,421.47046494000534,-4.986464511832537,-2.985293753429687,-2.00117075840285,9.315142857142847,-0.005850250694916952,33.28542729949031
2025-02-13 05:00:00,23891731.0,409.5178,407.0,410.54,411.0,406.36,327103,2025-02-13,423.93050000000005,,,413.71137993566316,28.142931664058423,423.93050000000005,14.50252626813323,452.9355525362665,394.9254474637336,415.56953882383857,420.6608008703753,-5.091262046536713,-3.406487412051092,-1.6847746344856205,9.267285714285704,0.00366041551728898,31.894512474131787
2025-02-14 05:00:00,22758464.0,407.6562,407.79,408.43,408.91,405.88,366188,2025-02-14,423.12300000000005,,,412.6551039485306,31.14446529080675,423.12300000000005,14.908395056406786,452.9397901128136,393.30620988718647,414.4711482355557,419.75481562071786,-5.283667385162175,-3.781923406673309,-1.5017439784888662,8.13157142857142,-0.00515282530167358,31.90669885493052
2025-02-18 05:00:00,21423051.0,408.9786,408.0,409.64,410.597,406.5,342340,2025-02-18,422.1535,,,412.05208315882453,17.542343587970933,422.1535,15.132823605102832,452.41914721020567,391.88785278979435,413.7278946608548,419.0055700191832,-5.277675358328395,-4.0810737970043265,-1.1966015613240684,7.209928571428561,0.0029581842198776473,31.631765809957912
2025-02-19 05:00:00,24114197.0,412.2135,407.88,414.77,415.49,407.65,372874,2025-02-19,421.467,,,412.5956665270597,26.290433585684767,421.467,15.141189934466134,451.74937986893224,391.18462013106773,413.8882185591848,418.6918240918363,-4.803605532651488,-4.225580144133759,-0.5780253885177293,7.284214285714277,0.0124454245210562,32.06337384184745
2025-02-20 05:00:00,23153728.0,416.3431,415.29,416.13,419.31,412.54,395745,2025-02-20,419.9635,,,413.30253322164776,51.7734909769757,419.9635,14.006406532275445,447.9763130645509,391.95068693544914,414.2331080116179,418.5020593442929,-4.2689513326749875,-4.234254381842005,-0.03469695083298241,5.684214285714278,0.0032735617150155796,28.05238680391074
2025-02-21 05:00:00,27489199.0,411.483,417.335,408.21,418.048,407.89,385138,2025-02-21,418.0385,,,412.28402657731823,41.435358839709906,418.0385,12.723922878619346,443.48634575723867,392.59065424276133,413.30647600983053,417.7396845780489,-4.43320856821839,-4.274045219117283,-0.15916334910110752,5.996928571428567,-0.019215963572431702,28.53332432172941
2025-02-24 05:00:00,26443656.0,403.4592,408.51,404.0,409.37,399.32,514485,2025-02-24,416.03550000000007,,,410.62722126185463,41.36295556665001,416.03550000000007,11.506947317987851,439.0493946359758,393.02160536402437,411.8747104698566,416.7219301648601,-4.847219695003503,-4.388680114294527,-0.45853958070897605,6.232642857142854,-0.010366869909726645,28.605945169777918
2025-02-25 05:00:00,29037402.0,398.8944,401.1,397.9,401.915,396.7,492989,2025-02-25,414.2025,,,408.0817770094837,33.81793782151642,414.2025,11.319123024891654,436.8407460497833,391.56425395021665,409.7247550129556,415.3277131156112,-5.6029581026555775,-4.6315357119667375,-0.97142239068884,6.455507142857142,-0.01521416052826713,28.191131219130984
2025-02-26 05:00:00,19618954.0,399.6276,398.01,399.73,403.6,394.245,327110,2025-02-26,411.829,,,406.411421607587,35.13809732573435,411.829,8.71259396989277,429.25418793978554,394.4038120602145,408.1871003955778,414.17232695889925,-5.985226563321476,-4.902273882237686,-1.08295268108379,6.878935714285713,0.004588601760031497,25.622276909428503
2025-02-27 05:00:00,21127406.0,396.2031,401.265,392.53,405.74,392.17,377155,2025-02-27,409.33900000000006,,,403.6351372860696,26.844303042354383,409.33900000000006,6.326281771517435,421.99156354303494,396.68643645696517,405.77831571933507,412.5691916286104,-6.790875909275314,-5.279994287645212,-1.5108816216301024,7.497507142857144,-0.01817635177029448,25.948328818919524
2025-02-28 05:00:00,32743258.0,393.9828,392.655,396.99,397.63,386.57,432227,2025-02-28,408.439,,,402.3061098288557,36.89400164338544,408.439,6.746457081898408,421.9319141637968,394.9460858362032,404.4262671471297,411.4151774338985,-6.988910286768828,-5.621777487469935,-1.3671327992988926,7.533935714285718,0.011298124030447871,15.228839274743903
2025-03-03 05:00:00,23007726.0,391.4831,398.82,388.49,398.82,386.155,451463,2025-03-03,407.1105,,,399.5428878630846,28.312922683238938,407.1105,7.892720480224174,422.89594096044834,391.32505903955166,401.97453373987895,409.7170161424986,-7.7424824026196575,-6.04591847049988,-1.6965639321197772,8.030550000000005,-0.021643662002385777,16.67516378019918
2025-03-04 05:00:00,29342923.0,386.7008,383.4,388.61,392.58,381.0,553952,2025-03-04,405.995,,,397.3563102904677,28.880666049953817,405.995,8.845085165160954,423.6851703303219,388.3048296696781,399.9184516260514,408.1535334652765,-8.235081839225074,-6.483751144244919,-1.7513306949801555,8.629835714285718,0.00030884056351513414,16.52586281516423
2025-03-05 05:00:00,23423292.0,397.0465,389.34,401.02,401.67,388.81,404518,2025-03-05,405.4275,,,398.0890482323742,43.74024352169839,405.4275,8.778394455168296,422.9842889103366,387.8707110896634,400.0879206066589,407.62512357895974,-7.537202972300861,-6.694441509856108,-0.842761462444753,9.057500000000005,0.03143503136036059,20.445513713126466
2025-03-06 05:00:00,23304625.0,397.2225,394.28,396.89,402.15,392.6777,393757,2025-03-06,404.6075,,,397.84923858589934,39.766081871345015,404.6075,8.77126281192126,422.1500256238425,387.0649743761575,399.59593282101906,406.8299292397776,-7.233996418758522,-6.802352491636591,-0.43164392712193145,9.40266428571429,-0.01035213716623464,20.636556020216936
2025-03-07 05:00:00,22030287.0,391.4961,392.32,393.31,394.8,385.54,407964,2025-03-07,403.48199999999997,,,396.9413908687195,38.908450704225366,403.48199999999997,8.70070874306126,420.8834174861225,386.08058251387746,398.62886623316996,405.8284529997941,-7.1995867666241224,-6.881799346634098,-0.31778741999002413,9.880521428571427,-0.009061059210242155,20.54625108614017
2025-03-10 04:00:00,32840134.0,381.0032,385.84,380.16,386.4,377.22,703151,2025-03-10,402.00249999999994,,,393.5851126949757,31.598002496878948,402.00249999999994,9.997878130146775,421.9982562602935,382.0067437397064,395.78750219729767,403.92708611092047,-8.1395839136228,-7.133356260031839,-1.0062276535909618,10.737164285714284,-0.03400588826385553,23.024456965956503
2025-03-11 04:00:00,30380177.0,381.3124,379.0,380.45,386.0,376.91,470076,2025-03-11,400.41400000000004,,,390.9580901559806,27.19904331650281,400.41400000000004,10.78214918523371,421.9782983704675,378.8497016295326,393.42788647463647,402.1880426952967,-8.760156220660235,-7.458716252157519,-1.3014399685027165,10.826449999999994,0.0007625458883061385,22.80379015275912
