timestamp,volume,vw,open,close,high,low,transactions
2020-04-02 04:00:00,675764520.0,6.2573,6.106,6.3868,6.4,6.0578,176064
2020-04-03 04:00:00,658813840.0,6.1151,6.349,6.0977,6.3908,5.9598,182525
2020-04-06 04:00:00,727882480.0,6.5586,6.381,6.71,6.747,6.3233,196482
2020-04-07 04:00:00,784521880.0,6.6477,6.9325,6.4758,6.9563,6.4325,212499
2020-04-08 04:00:00,542444520.0,6.6291,6.5853,6.6738,6.6988,6.515,130946
2020-04-09 04:00:00,526247800.0,6.6238,6.8,6.5738,6.823,6.5105,152436
2020-04-13 04:00:00,398407280.0,6.6277,6.5138,6.7463,6.755,6.425,114702
2020-04-14 04:00:00,530946680.0,7.0387,6.875,7.0988,7.133,6.8472,157288
2020-04-15 04:00:00,366148840.0,7.0022,6.93,7.021,7.1042,6.8845,108687
2020-04-16 04:00:00,745620400.0,7.3301,7.177,7.3675,7.475,7.1638,215924
2020-04-17 04:00:00,539121960.0,7.3018,7.45,7.308,7.4715,7.1735,174594
2020-04-20 04:00:00,449388200.0,7.2343,7.181,7.1763,7.3375,7.1318,128255
2020-04-21 04:00:00,735159840.0,6.8322,7.0578,6.7378,7.1193,6.6778,240374
2020-04-22 04:00:00,484729120.0,7.086,6.9308,7.1538,7.1968,6.885,133252
2020-04-23 04:00:00,424159520.0,7.1989,7.196,7.1003,7.3285,7.075,119135
2020-04-24 04:00:00,352645480.0,7.1536,7.09,7.2398,7.2418,7.015,104571
2020-04-27 04:00:00,479387960.0,7.4638,7.3748,7.427,7.5875,7.35,144898
2020-04-28 04:00:00,442904120.0,7.3987,7.575,7.284,7.605,7.2785,134429
2020-04-29 04:00:00,379161880.0,7.4509,7.4193,7.4615,7.5145,7.3438,113579
2020-04-30 04:00:00,375917720.0,7.3513,7.4073,7.307,7.4615,7.293,110160
2020-05-01 04:00:00,342097800.0,7.0964,7.1088,7.0695,7.2225,7.0211,120222
2020-05-04 04:00:00,317555200.0,7.205,7.022,7.2821,7.296,7.022,107878
2020-05-05 04:00:00,368895640.0,7.3998,7.3868,7.3435,7.5068,7.2823,113024
2020-05-06 04:00:00,323465560.0,7.4841,7.4233,7.4448,7.55,7.3853,96677
2020-05-07 04:00:00,373730520.0,7.6185,7.5845,7.6218,7.6853,7.5331,116008
2020-05-08 04:00:00,339907120.0,7.7705,7.6938,7.8125,7.8188,7.6598,107204
2020-05-11 04:00:00,468660160.0,8.0215,7.8075,8.0655,8.1125,7.7788,149129
2020-05-12 04:00:00,493059280.0,8.0161,8.1235,7.8025,8.1725,7.7928,150466
2020-05-13 04:00:00,625850080.0,7.8371,7.9175,7.78,8.0785,7.5948,197482
2020-05-14 04:00:00,602312360.0,7.8597,7.8416,8.0305,8.036,7.6875,169937
2020-05-15 04:00:00,987661720.0,8.1862,7.8898,8.4908,8.5005,7.874,260232
2020-05-18 04:00:00,776403440.0,8.7776,8.7605,8.7503,8.9165,8.6805,228489
2020-05-19 04:00:00,717321960.0,8.9694,8.7903,8.8055,9.0875,8.7628,209348
2020-05-20 04:00:00,587536200.0,8.9577,8.991,8.97,9.043,8.8888,168722
2020-05-21 04:00:00,761069640.0,8.8597,9.0515,8.7753,9.0524,8.7375,262332
2020-05-22 04:00:00,1038765000.0,8.9851,8.8253,9.0262,9.093,8.7133,300892
2020-05-26 04:00:00,770779040.0,8.8546,9.1568,8.7178,9.1817,8.672,241417
2020-05-27 04:00:00,1175892240.0,8.3209,8.625,8.5253,8.6328,7.9968,371141
2020-05-28 04:00:00,736128160.0,8.6284,8.4123,8.487,8.7605,8.3793,205734
2020-05-29 04:00:00,745919760.0,8.6808,8.5545,8.8755,8.8755,8.485,187898
2020-06-01 04:00:00,390511000.0,8.7747,8.8333,8.8063,8.8408,8.6895,128505
2020-06-02 04:00:00,391320560.0,8.7506,8.7963,8.8253,8.8372,8.658,128872
2020-06-03 04:00:00,359438880.0,8.7704,8.8223,8.7695,8.8663,8.7,125197
2020-06-04 04:00:00,424278400.0,8.8003,8.728,8.7665,8.9433,8.6775,129274
2020-06-05 04:00:00,481746040.0,8.8855,8.7945,8.92,8.997,8.708,150315
2020-06-08 04:00:00,387735640.0,8.763,8.8773,8.805,8.8896,8.6858,136408
2020-06-09 04:00:00,468488840.0,9.009,8.8,9.046,9.1098,8.7513,159775
2020-06-10 04:00:00,632181480.0,9.3786,9.1678,9.3668,9.5,9.1535,200559
2020-06-11 04:00:00,583650240.0,9.018,9.15,8.7963,9.2613,8.786,205587
2020-06-12 04:00:00,570908160.0,8.9455,9.1625,8.9325,9.1873,8.7034,187984
2020-06-15 04:00:00,400002160.0,9.035,8.8153,9.1738,9.1823,8.7438,132750
2020-06-16 04:00:00,535715000.0,9.0455,9.225,9.0685,9.2668,8.8387,181694
2020-06-17 04:00:00,408305640.0,9.1961,9.1138,9.236,9.299,9.0703,123939
2020-06-18 04:00:00,254409520.0,9.191,9.227,9.218,9.2825,9.1145,81883
2020-06-19 04:00:00,520160520.0,9.3221,9.2425,9.2613,9.445,9.2274,131391
2020-06-22 04:00:00,398466480.0,9.4464,9.3,9.5268,9.5313,9.2733,119418
2020-06-23 04:00:00,375107400.0,9.5335,9.551,9.45,9.6425,9.4075,124560
2020-06-24 04:00:00,449370880.0,9.3161,9.4763,9.2355,9.5564,9.1445,153893
2020-06-25 04:00:00,376072000.0,9.3599,9.3558,9.49,9.505,9.1823,122742
2020-06-26 04:00:00,591685760.0,9.222,9.5,9.155,9.5,9.125,182376
